codigo,titulo,tipo,zona,departamento,municipio,hab,banos,parqueos,m2_constr,unidad_m2,terreno,unidad_terreno,precio,moneda,descripcion,url,imagen,lat,lng,geo_tipo
qc6067,Espacioso Terreno con Vista a la Montaña y Fácil Acceso,Terreno,Villa Fontana,Managua,Managua,,,,,,"1,400.12",Vrs²,112000.00,USD,"Ubicado en una zona privilegiada, este terreno es ideal para quienes desean construir una vivienda en un entorno natural y seguro. El clima templado y agradable lo convierte en un lugar perfecto para ...",https://www.quierocasa.com/anuncio/qc6067/0/espacioso-terreno-con-vista-a-la-montana-y-facil-acceso.htm,https://www.quierocasa.com/gallery/qc6067/350/qc6067-7.jpg,12.1033874,-86.2671277,administrative
qc6068,Construye tu futuro en Villa Fontana,Terreno,Villa Fontana,Managua,Managua,,,,,,"1,355.27",Vrs²,108421.00,USD,Terreno Amplio y Seguro con Vistas Increíbles y Clima Perfecto. Este terreno ofrece el escenario perfecto para construir una casa en un entorno natural. Con vistas hacia la montaña y rodeado de ext...,https://www.quierocasa.com/anuncio/qc6068/0/construye-tu-futuro-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc6068/350/qc6068-7.jpg,12.1033874,-86.2671277,administrative
qc6069,El lugar perfecto para construir tu hogar,Terreno,Villa Fontana,Managua,Managua,,,,,,"1,217.14",Vrs²,97371.00,USD,Terreno Seguro con Amplias Áreas Verdes y Vista a la Montaña. Este terreno es una joya para quienes buscan un espacio donde construir una vivienda en contacto con la naturaleza. Rodeado de amplias ...,https://www.quierocasa.com/anuncio/qc6069/0/el-lugar-perfecto-para-construir-tu-hogar.htm,https://www.quierocasa.com/gallery/qc6069/350/qc6069-7.jpg,12.1033874,-86.2671277,administrative
qc6070,Terreno en Zona Segura con Clima Fresco y Hermosas Vistas,Terreno,Villa Fontana,Managua,Managua,,,,,,"1,143.78",Vrs²,91502.00,USD,"Este terreno amplio y plano es perfecto para la construcción de una vivienda. Disfruta de un clima agradable durante todo el año, perfecto para actividades al aire libre y el cultivo de jardines. La...",https://www.quierocasa.com/anuncio/qc6070/0/terreno-en-zona-segura-con-clima-fresco-y-hermosas-vistas.htm,https://www.quierocasa.com/gallery/qc6070/350/qc6070-7.jpg,12.1033874,-86.2671277,administrative
qc6071,Terreno con Excelente Ubicación y Vistas Panorámicas,Terreno,Villa Fontana,Managua,Managua,,,,,,"1,046.53",Vrs²,83722.00,USD,"Con vistas espectaculares hacia las montañas y un clima templado, este terreno es perfecto para la construcción de una vivienda. La zona es segura y tranquila, ideal para quienes buscan vivir rodead...",https://www.quierocasa.com/anuncio/qc6071/0/terreno-con-excelente-ubicacion-y-vistas-panoramicas.htm,https://www.quierocasa.com/gallery/qc6071/350/qc6071-7.jpg,12.1033874,-86.2671277,administrative
qc6526,Casa en Venta en Sierras Doradas,Casa,Sierras Doradas,Managua,Managua,3,2.5,2,160.00,Mt²,340.00,Vrs²,105000.00,USD,"Descubre esta hermosa casa de dos plantas ubicada en el exclusivo y seguro residencial Sierras Doradas, ideal para disfrutar en familia y con amplios espacios bien distribuidos. Planta Baja: ...",https://www.quierocasa.com/anuncio/qc6526/0/casa-en-venta-en-sierras-doradas.htm,https://www.quierocasa.com/gallery/qc6526/350/qc6526-6.jpg,12.0292163,-86.1931074,residential
qc5110,Precioso terreno en venta en el Crucero,Terreno,Las Nubes,El Crucero,Managua,,,,,,"2,152.00",Vrs²,35000.00,USD,"Precioso terreno disponible para venta en las Nubes, ubicado en zona segura y fresca, de fácil acceso, cerca de farmacias, escuelas, tiendas y gasolineras. Cuenta con calle de concreto, agua y luz...",https://www.quierocasa.com/anuncio/qc5110/0/precioso-terreno-en-venta-en-el-crucero.htm,https://www.quierocasa.com/gallery/qc5110/350/qc5110-4.jpg,12.0088001,-86.2862655,administrative
qc6748,Casa en Venta en Carretera Vieja a León,Casa,Carretera Vieja a Leon,Managua,Managua,3,2.5,4,285.00,Mt²,"1,600.00",Vrs²,285000.00,USD,"Descubre esta hermosa propiedad diseñada para brindarte confort, seguridad y un estilo de vida exclusivo. Ubicada en una zona tranquila y de fácil acceso, esta casa cuenta con espacios modernos y eq...",https://www.quierocasa.com/anuncio/qc6748/0/casa-en-venta-en-carretera-vieja-a-leon.htm,https://www.quierocasa.com/gallery/qc6748/350/qc6748-3.jpg,12.0731952,-86.4953759,trunk
qc6505,Oportunidad de Inversión en Zona Estratégica,Terreno,7 Sur,Managua,Managua,3,1,4,520.00,Mt²,"1,995.10",Vrs²,380000.00,USD,"Se vende amplio terreno esquinero ubicado en el sector de 7 Sur, una de las zonas más concurridas y con mayor movimiento comercial de la ciudad. Su excelente ubicación en esquina garantiza una alta ...",https://www.quierocasa.com/anuncio/qc6505/0/oportunidad-de-inversion-en-zona-estrategica.htm,https://www.quierocasa.com/gallery/qc6505/350/qc6505-4.jpg,12.1232392,-86.3115808,copyshop
qc5499,Vive con estilo en santo domingo,Casa,Santo Domingo,Managua,Managua,4,4,2,280.00,Mt²,980.00,Vrs²,350000.00,USD,"Preciosa residencia de dos plantas en venta, con finos acabados y espacios amplios en las diferentes áreas, cuenta con preciosa vista panorámica y tiene excelente ubicación a solo 10 minutos de Gal...",https://www.quierocasa.com/anuncio/qc5499/0/vive-con-estilo-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc5499/350/qc5499-5.jpg,12.1516383,-86.2663177,administrative
qc6735,Casa en Venta en Las Cumbres,Casa,Las Cumbres,Managua,Managua,3,4,3,250.00,Mt²,900.00,Vrs²,300000.00,USD,"Vive con estilo y comodidad en esta espectacular residencia ubicada en una de las zonas más exclusivas y seguras de la ciudad. Con excelentes acabados y un diseño moderno, esta casa ofrece todos los...",https://www.quierocasa.com/anuncio/qc6735/0/casa-en-venta-en-las-cumbres.htm,https://www.quierocasa.com/gallery/qc6735/350/qc6735-23.jpg,12.0993011,-86.2569419,administrative
qc6738,Hermosa Casa en Venta en Villa Fontana,Casa,Villa Fontana,Managua,Managua,4,4,2,375.40,Mt²,"1,018.40",Vrs²,380000.00,USD,"Vive con el confort y la exclusividad que siempre soñaste en esta hermosa casa ubicada en Villa Fontana, una de las zonas más seguras, tranquilas y de mayor prestigio de Managua. Su diseño moderno,...",https://www.quierocasa.com/anuncio/qc6738/0/hermosa-casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc6738/350/qc6738-8.jpg,12.1033874,-86.2671277,administrative
qc6234,Complejo de ofibodegas en venta en carretera Masaya,Bodega,Carretera a Masaya,Managua,Managua,,2,4,340.00,Mt²,,,442000.00,USD,"¡Tu oportunidad de inversión ideal! Este moderno complejo de ofibodegas en construcción ofrece espacios diseñados para satisfacer las necesidades de tu negocio, en una ubicación céntrica, segura...",https://www.quierocasa.com/anuncio/qc6234/0/complejo-de-ofibodegas-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc6234/350/qc6234-36.jpg,12.0777949,-86.2231504,trunk
qc6729,Finca en Venta en Carretera Vieja a León,Finca,Carretera Vieja a Leon,Managua,Managua,,,,,,,,150000.00,USD,"¡Aprovecha esta excelente oportunidad de inversión! Se vende amplia finca de 1.5 manzanas, estratégicamente ubicada en Carretera Vieja a León, ideal para quienes buscan un espacio listo para múlt...",https://www.quierocasa.com/anuncio/qc6729/0/finca-en-venta-en-carretera-vieja-a-leon.htm,https://www.quierocasa.com/gallery/qc6729/350/qc6729-5.jpg,12.0731952,-86.4953759,trunk
qc6726,Casa en Venta en San Juan del Sur,Casa,San Juan del Sur,San Juan del Sur,Rivas,6,6,4,600.00,Mt²,"1,150.82",Vrs²,650000.00,USD,"Invierte en esta espectacular propiedad completamente amueblada, ideal para quienes buscan comodidad, lujo y un estilo de vida frente al mar o cerca de la costa. Ubicada en una zona tranquila y segura...",https://www.quierocasa.com/anuncio/qc6726/0/casa-en-venta-en-san-juan-del-sur.htm,https://www.quierocasa.com/gallery/qc6726/350/qc6726-17.jpg,11.2542297,-85.8722797,administrative
qc6725,Terreno en Venta en San Juan del Sur,Terreno,San Juan del Sur,San Juan del Sur,Rivas,,,,,,"1,257.28",Vrs²,120000.00,USD,"Aprovecha esta increíble oportunidad de inversión en una de las zonas turísticas más hermosas y exclusivas de Nicaragua. Este terreno de 1,257.28 vrs² ofrece el espacio ideal para desarrollar tu ...",https://www.quierocasa.com/anuncio/qc6725/0/terreno-en-venta-en-san-juan-del-sur.htm,https://www.quierocasa.com/gallery/qc6725/350/qc6725-2.jpg,11.2542297,-85.8722797,administrative
qc6724,Preciosa casa en venta en Villa Fontana,Casa,Villa Fontana,Managua,Managua,3,2.5,2,220.00,Mt²,,,237500.00,USD,"Hermosa casa disponible para venta en Villa Fontana, cuenta con excelente ubicación, cerca de centros de negocios, supermercados, tiendas de conveniencias, colegios, universidades, entre otras. Ca...",https://www.quierocasa.com/anuncio/qc6724/0/preciosa-casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc6724/350/qc6724-1.jpg,12.1033874,-86.2671277,administrative
qc6718,Finca en Venta en Carazo Frente al Mar,Finca,San Marcos,San Marcos,Carazo,,,,,,190.00,Mz,1650000.00,USD,"¡No pierdas la oportunidad de adquirir esta impresionante finca con una ubicación privilegiada frente al océano! Una propiedad única con gran potencial de inversión, ideal para proyectos turísti...",https://www.quierocasa.com/anuncio/qc6718/0/finca-en-venta-en-carazo--frente-al-mar.htm,https://www.quierocasa.com/gallery/qc6718/350/qc6718-1.jpg,11.9091914,-86.2047174,administrative
qc6633,Casa en Venta en Villa Fontana,Casa,Villa Fontana,Managua,Managua,4,3.5,6,415.00,Mt²,"1,198.96",Vrs²,580000.00,USD,"Vive en una de las zonas más exclusivas, seguras y céntricas de Managua. Esta impresionante casa de dos plantas ubicada en Villa Fontana combina elegancia, amplitud y funcionalidad, perfecta para fa...",https://www.quierocasa.com/anuncio/qc6633/0/casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc6633/350/qc6633-20.jpg,12.1033874,-86.2671277,administrative
qc6167,Se Vende Casa en Bolonia ideal para Oficina,Casa,Bolonia,Managua,Managua,4,3,2,302.00,Mt²,745.00,Vrs²,235000.00,USD,"Oportunidad única para adquirir una casa remodelada en Bolonia, perfecta para ser utilizada como oficina o para residencia familiar. Esta propiedad destaca por sus amplios espacios, diseñados para b...",https://www.quierocasa.com/anuncio/qc6167/0/se-vende-casa-en-bolonia-ideal-para-oficina.htm,https://www.quierocasa.com/gallery/qc6167/350/qc6167-1.jpg,12.1398941,-86.2815427,administrative
qc6508,Ofi-Bodega en Venta en Carretera Norte,Bodega,Carretera Norte,Managua,Managua,,1,7,900.00,Mt²,,,370000.00,USD,"Ubicada en una de las zonas más estratégicas y transitadas de Managua, esta ofigodega de 900 m² combina perfectamente áreas de oficina y almacén, ideal para empresas que buscan operar de forma ef...",https://www.quierocasa.com/anuncio/qc6508/0/ofi-bodega-en-venta-en-carretera-norte.htm,https://www.quierocasa.com/gallery/qc6508/350/qc6508-15.jpg,12.1478489,-86.1952672,trunk
qc6691,Casa en Venta en Las Colinas,Casa,Las Colinas,Managua,Managua,3,3,4,600.00,Mt²,"1,850.00",Vrs²,420000.00,USD,"Vive con comodidad y elegancia en esta hermosa propiedad ubicada en la exclusiva zona de Las Colinas. Una residencia amplia y bien diseñada, ideal para familias que buscan espacios modernos, funciona...",https://www.quierocasa.com/anuncio/qc6691/0/casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6691/350/qc6691-22.jpg,12.1964007,-86.3692092,village
qc6682,Hermosa Casa en Venta en Veracruz,Casa,Veracruz,Managua,Managua,3,2,2,90.00,Mt²,580.00,Vrs²,120000.00,USD,"Descubre esta cómoda y funcional casa ubicada en la tranquila y accesible zona de Veracruz, ideal para quienes buscan un hogar familiar con todas las comodidades esenciales. - Sala - Co...",https://www.quierocasa.com/anuncio/qc6682/0/hermosa-casa-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc6682/350/qc6682-4.jpg,11.9869063,-86.3991679,administrative
qc6681,Bonita Casa en Venta en Veracruz,Casa,Veracruz,Managua,Managua,3,2,2,90.00,Mt²,338.00,Vrs²,90000.00,USD,"Vive en un lugar cómodo, funcional y rodeado de un ambiente tranquilo. Esta casa en venta en Veracruz ofrece todo lo que necesitas para disfrutar de un hogar acogedor y práctico, con excelente distr...",https://www.quierocasa.com/anuncio/qc6681/0/bonita-casa-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc6681/350/qc6681-1.jpg,11.9869063,-86.3991679,administrative
qc5966,Preciosa residencia en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4.5,2,350.00,Mt²,"1,063.00",Vrs²,470000.00,USD,"Preciosa y moderna casa en venta, ubicada en santo Domingo, ideal para los amantes de la privacidad, rodeado de la naturaleza y áreas verdes, en un ambiente acogedor, agradable, intimo, seguro y lujo...",https://www.quierocasa.com/anuncio/qc5966/0/preciosa-residencia-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc5966/350/qc5966-24.jpg,12.1516383,-86.2663177,administrative
qc6678,Venta de Terreno en Esquipulas,Terreno,Esquipulas,Managua,Managua,,,,,,480.39,Vrs²,28823.40,USD,"Oportunidad única para invertir en una de las zonas con mayor proyección de crecimiento. Este terreno cuenta con 480.39 varas cuadradas, perfecto para construir la casa de tus sueños, un proyecto h...",https://www.quierocasa.com/anuncio/qc6678/0/venta-de-terreno-en-esquipulas.htm,https://www.quierocasa.com/gallery/qc6678/350/qc6678-3.jpg,12.0745878,-86.2158151,neighbourhood
qc6677,Venta de Terreno en Esquipulas,Terreno,Esquipulas,Managua,Managua,,,,,,875.92,Vrs²,52555.00,USD,Oportunidad única para invertir o construir en una de las zonas más tranquilas y de fácil acceso. Este terreno de 875.92 varas cuadradas ofrece el espacio ideal para desarrollar tu proyecto soñado...,https://www.quierocasa.com/anuncio/qc6677/0/venta-de-terreno-en-esquipulas.htm,https://www.quierocasa.com/gallery/qc6677/350/qc6677-2.jpg,12.0745878,-86.2158151,neighbourhood
qc6676,Venta de Terreno en Esquipulas,Terreno,Esquipulas,Managua,Managua,,,,,,441.57,Vrs²,26495.00,USD,"Oportunidad única de inversión en una de las zonas con mayor proyección y fácil acceso. Este terreno cuenta con 441.57 varas cuadradas, un espacio ideal para desarrollar tu proyecto soñado. Su...",https://www.quierocasa.com/anuncio/qc6676/0/venta-de-terreno-en-esquipulas.htm,https://www.quierocasa.com/gallery/qc6676/350/qc6676-1.jpg,12.0745878,-86.2158151,neighbourhood
qc6674,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,3,2,177.50,Mt²,300.24,Vrs²,148000.00,USD,"Descubre esta hermosa y espaciosa casa ubicada en una de las zonas más demandadas y de fácil acceso: Carretera a Masaya. Ideal para familias que buscan confort, seguridad y funcionalidad en un solo ...",https://www.quierocasa.com/anuncio/qc6674/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc6674/350/qc6674-19.jpg,12.0777949,-86.2231504,trunk
qc5456,vida de lujo en Playa en Gran Pacifica Resort,Casa,GRAN PACIFICA BEACH RESORT,San Rafael del Sur,Managua,2,2,2,549.00,Mt²,778.81,Vrs²,220000.00,USD,"Preciosa casa amueblada en venta en Gran Pacifica. Explendida propiedad con toques de encanto! cuenta con diferentes espacios para disfrutar de distintos momentos, ubicación ideal para aquellos que b...",https://www.quierocasa.com/anuncio/qc5456/0/vida-de-lujo-en-playa-en-gran-pacifica-resort.htm,https://www.quierocasa.com/gallery/qc5456/350/qc5251-1.jpg,11.8719408,-86.4614726,bus_stop
qc6596,¡Casa en Venta en Veracruz!,Casa,Veracruz,Managua,Managua,3,2,2,110.00,Mt²,527.75,Vrs²,129000.00,USD,"Oportunidad de adquirir una casa cómoda, funcional y con excelente ubicación en la tranquila zona de Veracruz. Perfecta para familias que buscan un entorno seguro y accesible para vivir con calidad ...",https://www.quierocasa.com/anuncio/qc6596/0/casa-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc6596/350/qc6596-1.jpg,11.9869063,-86.3991679,administrative
qc6661,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2,2,145.00,Mt²,406.18,Vrs²,110000.00,USD,"Descubre esta hermosa casa ubicada en una de las zonas más cotizadas y accesibles de Managua: Carretera a Masaya, ideal para quienes buscan un hogar amplio, cómodo y funcional, cerca de todo. La ...",https://www.quierocasa.com/anuncio/qc6661/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc6661/350/qc6661-5.jpg,12.0777949,-86.2231504,trunk
qc5786,Preciosa residencia en venta,Casa,Las Colinas,Managua,Managua,4,3.5,3,250.00,Mt²,"1,200.00",Vrs²,315000.00,USD,"Perfecta y moderna residencia, que te ofrece comodidad y tranquilidad en medio de la ciudad; cuenta con luminosos espacios, cómodas habitaciones, clima apropiado, bonita área verde, piscina comunal ...",https://www.quierocasa.com/anuncio/qc5786/0/preciosa-residencia-en-venta.htm,https://www.quierocasa.com/gallery/qc5786/350/qc5786-18.jpg,12.1964007,-86.3692092,village
qc6652,Oficina en Venta en Las Colinas,Oficina,Las Colinas,Managua,Managua,,2,32,550.00,Mt²,"4,331.00",Vrs²,685000.00,USD,"Te presentamos esta excelente propiedad comercial ubicada en la prestigiosa zona de Las Colinas, ideal para empresas, clínicas, centros de negocios o instituciones que buscan operar en un entorno exc...",https://www.quierocasa.com/anuncio/qc6652/0/oficina-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6652/350/qc6652-1.jpg,12.1964007,-86.3692092,village
qc6651,¡Oportunidad Comercial en Venta en Las Colinas!,Local Comercial,Las Colinas,Managua,Managua,,2,32,560.00,Mt²,"4,331.00",Vrs²,685000.00,USD,"Ponemos a tu disposición un amplio y funcional local comercial en una de las zonas más exclusivas y seguras de Managua. Ubicado en Las Colinas, este espacio es ideal para clínicas, oficinas corpora...",https://www.quierocasa.com/anuncio/qc6651/0/oportunidad-comercial-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6651/350/qc6651-1.jpg,12.1964007,-86.3692092,village
qc6649,Casa en venta en Los Robles,Casa,Los Robles,Managua,Managua,3,2,2,,,"1,092.18",Vrs²,360000.00,USD,"Descubre esta hermosa y amplia casa ubicada en una de las zonas más céntricas y cotizadas de Managua. Ideal para familias que buscan comodidad, seguridad y fácil acceso a servicios, comercios y ví...",https://www.quierocasa.com/anuncio/qc6649/0/casa-en-venta-en-los-robles.htm,https://www.quierocasa.com/gallery/qc6649/350/qc6649-24.jpg,12.1212007,-86.2653351,administrative
qc6611,Preciosa residencia en venta en Carretera Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2.5,2,386.60,Mt²,548.00,Mt²,175000.00,USD,"Ubicada en un residencial exclusivo, tranquilo y con acceso controlado 24/7, esta hermosa propiedad ofrece el equilibrio perfecto entre privacidad, seguridad y confort. Con pocas viviendas en el condo...",https://www.quierocasa.com/anuncio/qc6611/0/preciosa-residencia-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc6611/350/qc6611-1.jpg,12.0777949,-86.2231504,trunk
qc6645,Amplia Casa en Venta en Las Colinas,Casa,Las Colinas,Managua,Managua,3,3,6,298.35,Mt²,"2,265.46",Vrs²,300000.00,USD,"Ubicada en una de las zonas más exclusivas y seguras de Managua, esta hermosa propiedad ofrece el equilibrio perfecto entre confort, amplitud y un ambiente natural ideal para la familia. Caracte...",https://www.quierocasa.com/anuncio/qc6645/0/amplia-casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6645/350/qc6645-1.jpg,12.1964007,-86.3692092,village
qc6642,Casa en Venta en Carretera Norte,Casa,Carretera Norte,Managua,Managua,8,5,2,250.00,Mt²,617.18,Vrs²,170000.00,USD,"Ideal para familias grandes, negocios o instituciones, esta propiedad ofrece el espacio perfecto en una ubicación estratégica y de fácil acceso. La casa cuenta con: - Sala - Comedor - Co...",https://www.quierocasa.com/anuncio/qc6642/0/casa-en-venta-en-carretera-norte.htm,https://www.quierocasa.com/gallery/qc6642/350/qc6642-5.jpg,12.1478489,-86.1952672,trunk
qc6639,Terreno en Venta en Santo Domingo,Terreno,Santo Domingo,Managua,Managua,,,,,,897.00,Vrs²,92000.00,USD,"Excelente oportunidad de inversión en una de las zonas más seguras y cotizadas de Managua. Este terreno de 897 varas cuadradas se encuentra dentro de condominio privado, ideal para construir la casa...",https://www.quierocasa.com/anuncio/qc6639/0/terreno-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6639/350/qc6639-2.jpg,12.1516383,-86.2663177,administrative
qc6636,¡Casa en Venta en Sierras Doradas!,Casa,Sierras Doradas,Managua,Managua,3,3,2,202.00,Mt²,357.00,Vrs²,143000.00,USD,"Vive en una zona exclusiva, segura y de fácil acceso. Esta hermosa casa de dos plantas ofrece comodidad, amplitud y funcionalidad para toda la familia, ideal para quienes buscan tranquilidad sin alej...",https://www.quierocasa.com/anuncio/qc6636/0/casa-en-venta-en-sierras-doradas.htm,https://www.quierocasa.com/gallery/qc6636/350/qc6636-1.jpg,12.0292163,-86.1931074,residential
qc6634,¡Espaciosa Casa en Venta en Ticuantepe!,Casa,Ticuantepe,Managua,Managua,5,4,5,400.00,Mt²,"2,600.00",Vrs²,280000.00,USD,Descubre esta amplia y cómoda casa ideal para familias grandes o quienes buscan espacios generosos en un entorno tranquilo y natural. La propiedad cuenta con: - Sala - Comedor - Cocina ...,https://www.quierocasa.com/anuncio/qc6634/0/espaciosa-casa-en-venta-en-ticuantepe.htm,https://www.quierocasa.com/gallery/qc6634/350/qc6634-11.jpg,12.0217671,-86.2053144,administrative
qc6622,¡Local en Venta en Los Robles!,Local Comercial,Los Robles,Managua,Managua,,1,5,700.00,Mt²,"1,773.00",Vrs²,695000.00,USD,"Ubicado en una de las zonas más céntricas, transitadas y de mayor proyección comercial de Managua. La propiedad incluye: - 6 Locales amplios distribuidos en un área total de 700 m² - 1 B...",https://www.quierocasa.com/anuncio/qc6622/0/local-en-venta-en-los-robles.htm,https://www.quierocasa.com/gallery/qc6622/350/qc6622-1.jpg,12.1212007,-86.2653351,administrative
qc6614,Precioso terreno en venta en Carretera Masaya,Terreno,Carretera a Masaya,Managua,Managua,,,,,,"18,477.00",Vrs²,2309627.00,USD,"Ubicado en una de las zonas de mayor crecimiento y plusvalía de Managua, este terreno en Carretera Masaya es perfecto para construir la casa que siempre soñaste. Su excelente ubicación te permite d...",https://www.quierocasa.com/anuncio/qc6614/0/precioso-terreno-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc6614/350/qc6614-3.jpg,12.0777949,-86.2231504,trunk
qc6619,Terreno en venta en Masaya,Terreno,Masaya,Masaya,Masaya,,,,,,"3,521.12",Vrs²,150000.00,USD,"Ponemos a tu disposición este amplio terreno de media manzana, estratégicamente ubicado en Masaya, una de las zonas con mayor crecimiento y plusvalía en Managua. El terreno cuenta con aproximada...",https://www.quierocasa.com/anuncio/qc6619/0/terreno-en-venta-en-masaya.htm,https://www.quierocasa.com/gallery/qc6619/350/qc6619-1.jpg,11.9736474,-86.0960547,administrative
qc6617,Bonita casa en venta en Carretera Masaya,Casa,Carretera a Masaya,Managua,Managua,5,4,1,158.30,Mt²,307.00,Vrs²,99000.00,USD,Aprovecha esta increíble oportunidad de adquirir una bonita y cómoda residencia a un súper precio en una de las zonas mas seguras de Managua. Esta propiedad te brinda la combinación perfecta entr...,https://www.quierocasa.com/anuncio/qc6617/0/bonita-casa-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc6617/350/qc6617-1.jpg,12.0777949,-86.2231504,trunk
qc6613,Hermoso apartamento en venta en Santo Domingo,Apartamento,Santo Domingo,Managua,Managua,3,2.5,2,155.46,Mt²,,,300000.00,USD,"Ubicado en una de las zonas más exclusivas y seguras de Managua, este hermoso apartamento en Santo Domingo ofrece la combinación perfecta de comodidad, estilo de vida y excelente ubicación. Ideal p...",https://www.quierocasa.com/anuncio/qc6613/0/hermoso-apartamento-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6613/350/qc6613-6.jpg,12.1516383,-86.2663177,administrative
qc6606,¡Amplia Casa en Venta en Motastepe!,Casa,Managua,Managua,Managua,5,5,3,300.00,Mt²,"1,000.00",Mt²,150000.00,USD,"Disfruta de un entorno tranquilo, rodeado de naturaleza y con todos los espacios que tu familia necesita. Esta propiedad combina comodidad, funcionalidad y áreas verdes, ideal para quienes desean viv...",https://www.quierocasa.com/anuncio/qc6606/0/amplia-casa-en-venta-en-motastepe.htm,https://www.quierocasa.com/gallery/qc6606/350/qc6606-1.jpg,12.1547116,-86.2737250,administrative
qc6605,¡Casa en Venta en Carretera Sur!,Casa,Carretera Sur,Managua,Managua,3,4,2,504.77,Mt²,"2,427.69",Vrs²,190000.00,USD,"Vive rodeado de tranquilidad, seguridad y naturaleza en esta hermosa y amplia casa ubicada en una de las zonas más frescas y privadas de Managua. Ideal para familias que buscan comodidad, privacidad ...",https://www.quierocasa.com/anuncio/qc6605/0/casa-en-venta-en-carretera-sur.htm,https://www.quierocasa.com/gallery/qc6605/350/qc6605-3.jpg,12.1412787,-86.2953782,trunk
qc6604,"¡Terreno en Venta en Los Balcones, Santo Domingo!",Terreno,Santo Domingo,Managua,Managua,,,,,,"18,799.94",Vrs²,1128008.00,USD,"Oportunidad única de inversión en una de las zonas más exclusivas y cotizadas de Managua. Este amplio terreno de 18,799.94 varas cuadradas ofrece el espacio ideal para desarrollar la residencia de ...",https://www.quierocasa.com/anuncio/qc6604/0/terreno-en-venta-en-los-balcones-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6604/350/qc6604-2.jpg,12.1516383,-86.2663177,administrative
qc6603,¡Exclusiva Casa en Venta en Villa Fontana!,Casa,Villa Fontana,Managua,Managua,7,7,13,961.22,Mt²,"3,700.00",Vrs²,1300000.00,USD,"Ubicada en una de las zonas más prestigiosas y seguras de Managua, esta propiedad de amplios espacios y elegante diseño es ideal para familias grandes o inversionistas que buscan comodidad, privacid...",https://www.quierocasa.com/anuncio/qc6603/0/exclusiva-casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc6603/350/qc6603-13.jpg,12.1033874,-86.2671277,administrative
qc6601,¡Gran Oportunidad! Finca en Venta en San Francisco Libre,Finca,Managua,Managua,Managua,,,,,,173.00,Mz,516000.00,USD,"Se vende amplia finca de 173 manzanas, ubicada en el municipio de San Francisco Libre, una zona con alto potencial agrícola y ganadero. Esta propiedad representa una excelente oportunidad para quiene...",https://www.quierocasa.com/anuncio/qc6601/0/gran-oportunidad-finca-en-venta-en-san-francisco-libre.htm,https://www.quierocasa.com/gallery/qc6601/350/qc6601-13.jpg,12.1547116,-86.2737250,administrative
qc6595,¡Hermosa Casa en Venta en Santo Domingo!,Casa,Santo Domingo,Managua,Managua,3,3.5,4,466.21,Mt²,"2,263.00",Vrs²,550000.00,USD,"Descubre esta hermosa y amplia casa ubicada en una de las zonas más exclusivas y cotizadas de Managua. Diseñada para brindar comodidad, funcionalidad y elegancia en cada espacio, perfecta para famil...",https://www.quierocasa.com/anuncio/qc6595/0/hermosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6595/350/qc6595-3.jpg,12.1516383,-86.2663177,administrative
