titulo,precio,tamano_lote,tipo_unidad_lote,source,localizacion,coordenadas,enlace,barrio_colonia,municipio_ciudad,departamento_provincia
"RIVAS, NIC, RIVAS, TOLA 47000",110000,35252,SQ_MT,kwnicaragua.com,Si,"11.4846027,-86.0962783",https://kwnicaragua.kw.com/property/RIVAS-TOLA-47000/2016060977287768,La Virgen Morena,La Virgen Morena,Rivas
"Carretera a Masaya , NIC, Carretera a Masaya , Managua, NIC",1850000,2135,SQ_MT,kwnicaragua.com,Si,"12.11649101890177,-86.25559358759551",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-Managua-NIC/1653396706889280,Planes de Altamira 2,Managua,Managua
"Managua, NIC, #km 12 carretera a masaya, Managua, Managua 31000",31000,335,SQ_MT,kwnicaragua.com,Si,"12.061968647928651,-86.20596418636536",https://kwnicaragua.kw.com/property/km-12-carretera-a-masaya-Managua-Managua-31000/2018233104467330,,Nindirí,Masaya
"Nindirí, Nicaragua, Nindirí, Masaya, Nicaragua",466161,31725.55,SQ_MT,kwnicaragua.com,Si,"12.085432,-86.159914",https://kwnicaragua.kw.com/property/Nindir-Masaya-Nicaragua/1798773613579584,Veracruz,Nindirí,Masaya
"Managua, NIC, Managua, Managua, NIC",35000,150.83,SQ_MT,kwnicaragua.com,Si,"12.154599514663134,-86.25117675841548",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2023113280102956,Benedicto Valverde (Quinta Nina),Managua,Managua
"Managua, NIC, Managua, Managua, NIC",30000,195.46,SQ_MT,kwnicaragua.com,Si,"12.1117477,-86.3135879",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2023281324123522,San Patricio,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",1000000,1286.69,SQ_MT,kwnicaragua.com,Si,"12.1398397,-86.2806064",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2023187959375228,Bolonia,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",285000,742.28,SQ_MT,kwnicaragua.com,Si,"12.101880962642177,-86.26561037403103",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2021007012771200,Villa Fontana Sur,Managua,Managua
"Managua, NIC, Parque Los Marañones #Lote H550, Managua, Managua 0000",65500,185.4,SQ_MT,kwnicaragua.com,Si,"12.1147962,-86.25360789999999",https://kwnicaragua.kw.com/property/Parque-Los-Maraones-Lote-H550-Managua-Managua-0000/2020795502610172,Grenada,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",280000,341.84,SQ_MT,kwnicaragua.com,Si,"12.1478269,-86.182026",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2019288836413166,Unidad de Propósito,Managua,Managua
"Ciudad Sandino, NIC, Ciudad Sandino, Managua, NIC",36000,211.68,SQ_MT,kwnicaragua.com,Si,"12.17976071938694,-86.34271286773681",https://kwnicaragua.kw.com/property/Ciudad-Sandino-Managua-NIC/1989209203322560,Tangará,Ciudad Sandino,Managua
"Managua, NIC, Managua, El Crucero 16100",96500,354.33,SQ_MT,kwnicaragua.com,Si,"11.9819011,-86.3108199",https://kwnicaragua.kw.com/property/Managua-El-Crucero-16100/2008619544246018,Las Conchitas,Las Conchitas,Managua
"Managua, NIC, Mayales Mayales #3ra etapa , Managua, Managua 0000",65000,172,SQ_MT,kwnicaragua.com,Si,"12.090309867176222,-86.19785338570557",https://kwnicaragua.kw.com/property/Mayales-Mayales-3ra-etapa-Managua-Managua-0000/1944561533052736,Residencial Mayales,Managua,Managua
"Managua., NIC, Managua., Managua., NIC",110000,650,SQ_MT,kwnicaragua.com,Si,"12.03909401740086,-86.21403480556434",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2007988577985180,Reparto Leonel Reynosa,Ticuantepe,Managua
"Managua, NIC, Carretera a Masaya, Managua, MN, NIC",1221154,,,kwnicaragua.com,Si,"12.07687485284858,-86.22258479256932",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-Managua-MN-NIC/2022828693361240,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",45000,93,SQ_MT,kwnicaragua.com,Si,"12.154497565234047,-86.25117643764378",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2023109030717638,Benedicto Valverde (Quinta Nina),Managua,Managua
"Jinotepe, NIC, Jinotepe, Carazo, NIC",110000,407.97,SQ_MT,kwnicaragua.com,Si,"11.8548203,-86.2087023",https://kwnicaragua.kw.com/property/Jinotepe-Carazo-NIC/1994450516911872,Cristo Rey Nº 2,Jinotepe,Carazo
"Santa Teresa, NIC, Santa Teresa, Carazo, NIC",156000,36767.45,SQ_MT,kwnicaragua.com,Si,"11.8035277,-86.1624587",https://kwnicaragua.kw.com/property/Santa-Teresa-Carazo-NIC/2021112084574796,,Santa Teresa,Carazo
"Tisma, NIC, # del puente El aceituno 958 mt al Este banda norte, Tisma, Masaya, NIC",240000,18287.95,ACRES,kwnicaragua.com,Si,"12.0806213,-86.0198103",https://kwnicaragua.kw.com/property/-del-puente-El-aceituno-958-mt-al-Este-banda-norte-Tisma-Masaya-NIC/1996324680375040,Tisma,Tisma,Masaya
"Masaya, NIC, #Pio XII 300 varas al Oeste, Masatepe , Masaya, Masaya, NIC",215000,1507,SQ_MT,kwnicaragua.com,Si,"11.914057,-86.1451448",https://kwnicaragua.kw.com/property/Pio-XII-300-varas-al-Oeste-Masatepe-Masaya-Masaya-NIC/1948800009243008,Masatepe,Masatepe,Masaya
"El Crucero, NIC, El Crucero, Managua, NIC",194000,1573.81,SQ_MT,kwnicaragua.com,Si,"11.981190004211923,-86.31103349485348",https://kwnicaragua.kw.com/property/El-Crucero-Managua-NIC/1988039919909952,Las Conchitas,Las Conchitas,Managua
"Managua, NIC, Managua, MN, NIC",72000,395,SQ_MT,kwnicaragua.com,Si,"12.0327122,-86.2024652",https://kwnicaragua.kw.com/property/Managua-MN-NIC/1989963421470464,Buenos Aires,Ticuantepe,Managua
"Diria, NIC, #Lote No. 19, Diria, Granada, NIC",40000,7050.3,SQ_MT,kwnicaragua.com,Si,"11.843734651518085,-86.00064876208626",https://kwnicaragua.kw.com/property/Lote-No-19-Diria-Granada-NIC/2020273835131468,,Granada,Granada
"Managua, NIC, Managua, Managua, NIC",170000,1092.83,SQ_MT,kwnicaragua.com,Si,"12.004865663109829,-86.21755877718508",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2013587041981068,La Soledad,Ticuantepe,Managua
"Masaya, NIC, Los Madrigales #Nindiri, Masaya, Masaya, NIC",392000,20068.51,SQ_MT,kwnicaragua.com,Si,"12.061240570259681,-86.18923016689453",https://kwnicaragua.kw.com/property/Los-Madrigales-Nindiri-Masaya-Masaya-NIC/1944267705728192,,Nindirí,Masaya
"Granada, NIC, Domingazo, Granada, 43000 43000",79000,334,SQ_MT,kwnicaragua.com,Si,"11.9387327,-85.95983129999999",https://kwnicaragua.kw.com/property/Domingazo-Granada-43000-43000/2006853133698350,El Esfuerzo,Granada,Granada
"Managua, NIC, Carretera a Masaya #km 11 plaza praderas modulo 7, Managua, MN, NIC",140756,,,kwnicaragua.com,Si,"12.07726235099875,-86.22330891465127",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-km-11-plaza-praderas-modulo-7-Managua-MN-NIC/2022838809343362,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Carretera a Masaya #km 11 plaza praderas modulo 13, Managua, MN, NIC",140998,,,kwnicaragua.com,Si,"12.077595311611429,-86.22357299082618",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-km-11-plaza-praderas-modulo-13-Managua-MN-NIC/2022835559016188,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Carretera a Masaya, Managua, MN, NIC",153010,,,kwnicaragua.com,Si,"12.077562899721494,-86.2232377225513",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-Managua-MN-NIC/2022834450724590,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Carretera a Masaya #km 11 plaza praderas modulo 14, Managua, MN, NIC",217360,,,kwnicaragua.com,Si,"12.077370438598674,-86.22343362417372",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-km-11-plaza-praderas-modulo-14-Managua-MN-NIC/2022831050057468,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Carretera a Masaya #km 11 plaza praderas modulo 17, Managua, MN, NIC",375320,,,kwnicaragua.com,Si,"12.077529351351398,-86.2233401898788",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-km-11-plaza-praderas-modulo-17-Managua-MN-NIC/2022829911819650,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Carretera a Masaya #km 11 plaza praderas modulo 16, Managua, MN, NIC",193710,,,kwnicaragua.com,Si,"12.077366096984315,-86.22347287431755",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-km-11-plaza-praderas-modulo-16-Managua-MN-NIC/2022832432686460,Reparto Santa María del Lago,Managua,Managua
"Managua, NIC, Managua, MN, NIC",650000,3486.89,SQ_MT,kwnicaragua.com,Si,"12.1018783,-86.2685501",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2013586893689484,Villa Fontana Sur,Managua,Managua
"Masaya, NIC, Masaya, Nindirí, NIC",38000,952.84,SQ_MT,kwnicaragua.com,Si,"12.049176226105251,-86.17812915121296",https://kwnicaragua.kw.com/property/Masaya-Nindir-NIC/1988882959196864,Lotificación Marbella,Nindirí,Masaya
"Managua, NIC, #Casa # CS-11, Managua, Managua 15700",50000,184.5,SQ_MT,kwnicaragua.com,Si,"12.1481175,-86.35154399999999",https://kwnicaragua.kw.com/property/Casa-CS11-Managua-Managua-15700/2020407373850362,Bella Vista,Ciudad Sandino,Managua
"Rivas, NIC, Rivas, Ometepe, NIC",50000,1429,SQ_MT,kwnicaragua.com,Si,"11.5105401,-85.5544551",https://kwnicaragua.kw.com/property/Rivas-Ometepe-NIC/2020346239693356,Santa Cruz,Playa Santo Domingo,Rivas
"Managua, NIC, Km. 13.10 Carretera a Masaya, 2.5 kms Suroeste Carretera a Masaya #Residencial Versalles , Managua, MN, NIC",87000,211.2,SQ_MT,kwnicaragua.com,Si,"12.047628444176011,-86.2173478576721",https://kwnicaragua.kw.com/property/Km-1310-Carretera-a-Masaya-25-kms-Suroeste-Carretera-a-Masaya-Residencial-Versalles-Managua-MN-NIC/1954197301962368,Residencial Versalles,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",650000,,,kwnicaragua.com,Si,"12.0786879,-86.2406194",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1627449967572736,Estancia de Santo Domingo 2° etapa,Managua,Managua
"Masaya, NIC, Empalme de Monimbo 400 mts al este, sobre la carretera, Masaya, Masaya, Masaya, NIC",23000,419,SQ_MT,kwnicaragua.com,Si,"11.960307658016026,-86.0926020769116",https://kwnicaragua.kw.com/property/Empalme-de-Monimbo-400-mts-al-este-sobre-la-carretera-Masaya-Masaya-Masaya-NIC/1904220178663488,Óscar Pérez Casar,Masaya,Masaya
"Masaya, NIC, Urbanizacion Reparto el Carmen Urbanización El Carmen , Masaya, Masaya, NIC",50000,240,SQ_MT,kwnicaragua.com,Si,"11.993245738396377,-86.08612651003418",https://kwnicaragua.kw.com/property/Urbanizacion-Reparto-el-Carmen-Urbanizacin-El-Carmen-Masaya-Masaya-NIC/2021684722432206,Villa Bosco Monge,Masaya,Masaya
"Granada, NIC, Granada, Granada, NIC",15000,359,SQ_MT,kwnicaragua.com,Si,"11.9812576,-86.0857941",https://kwnicaragua.kw.com/property/Granada-Granada-NIC/2022439648600620,San Fernando,Masaya,Masaya
"Managua, NIC, Managua, Managua, NIC",30000,271.07,SQ_MT,kwnicaragua.com,Si,"12.093287,-86.2023476",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2022177181214910,Sector Norte Comarca Las Jaguitas,Managua,Managua
"Rivas, NIC, Rivas, Rivas, NIC",100000,35255,SQ_MT,kwnicaragua.com,Si,"11.4846027,-86.0962783",https://kwnicaragua.kw.com/property/Rivas-Rivas-NIC/2022171135882626,La Virgen Morena,La Virgen Morena,Rivas
"Granada, NIC, Granada, Nandaime, NIC",250000,1321.94,SQ_MT,kwnicaragua.com,Si,"11.7860358,-86.07253659999999",https://kwnicaragua.kw.com/property/Granada-Nandaime-NIC/2022163176495294,Santa Julia,Nandaime,Granada
"Masatepe, NIC, Masatepe, Masaya, NIC",120000,78166.05,SQ_MT,kwnicaragua.com,Si,"11.8700233,-86.13574229999999",https://kwnicaragua.kw.com/property/Masatepe-Masaya-NIC/2022154812500172,San Luis,Masatepe,Masaya
"Managua, NIC, Managua, Managua, NIC",195000,287.59,SQ_MT,kwnicaragua.com,Si,"12.092847,-86.24826449999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2016010722779704,Sector Sur Cruz Del Paraíso,Managua,Managua
"Managua, NIC, Managua, MN, NIC",65000,155,SQ_MT,kwnicaragua.com,Si,"12.1548487,-86.3461839",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2001603340953344,Praderas de Sandino,Ciudad Sandino,Managua
"Managua, NIC, Managua, Managua 41000",60000,87.03,SQ_MT,kwnicaragua.com,Si,"12.130669720648319,-86.21586953288619",https://kwnicaragua.kw.com/property/Managua-Managua-41000/2021789552124492,Barrio El Bosque,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",1020000,60670.09,SQ_MT,kwnicaragua.com,Si,"12.122464586558321,-86.1511365781738",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1920252417391360,,Managua,Managua
"Managua, NIC, Camino Viejo a Santo Domingo, Managua, MN, NIC",300687,2649.85,SQ_MT,kwnicaragua.com,Si,"12.092843219564969,-86.24588150069822",https://kwnicaragua.kw.com/property/Camino-Viejo-a-Santo-Domingo-Managua-MN-NIC/2021055032455724,Mirador Norte Santo Domingo,Managua,Managua
"Rivas, NIC, Rivas, Isla Ometepe, NIC",300000,2500,SQ_MT,kwnicaragua.com,Si,"11.5105401,-85.5544551",https://kwnicaragua.kw.com/property/Rivas-Isla-Ometepe-NIC/2010474902112000,Santa Cruz,Playa Santo Domingo,Rivas
"Managua, NIC, 4  Zaratoga #A514, Managua, Managua, NIC",90000,282,SQ_MT,kwnicaragua.com,Si,"12.075647191782078,-86.19976728360595",https://kwnicaragua.kw.com/property/4-Zaratoga-A514-Managua-Managua-NIC/1951051864483584,Vistas de Esquipulas,Managua,Managua
"Managua, NIC, Managua, Managua 10000",32000,423,SQ_MT,kwnicaragua.com,Si,"12.0485277,-86.2241076",https://kwnicaragua.kw.com/property/Managua-Managua-10000/2021694260204926,Lomas de Monte Verde,Ticuantepe,Managua
"Managua, NIC, # Veracruz , Managua, Managua, NIC",89500,223,SQ_MT,kwnicaragua.com,Si,"12.054833414014,-86.1821068325409",https://kwnicaragua.kw.com/property/-Veracruz-Managua-Managua-NIC/2008248675575836,Lotificación Marbella,Nindirí,Masaya
"Ciudad Sandino, NIC, 5 Primera etapa #Managua, Ciudad Sandino, Managua, NIC",50000,140,SQ_MT,kwnicaragua.com,Si,"12.1574515,-86.3605608",https://kwnicaragua.kw.com/property/5-Primera-etapa-Managua-Ciudad-Sandino-Managua-NIC/1955801187829504,Zona 6,Ciudad Sandino,Managua
"Esquipulas, NIC, Esquipulas, Managua, NIC",27500,484.03,SQ_MT,kwnicaragua.com,Si,"12.075119773622065,-86.20144987295534",https://kwnicaragua.kw.com/property/Esquipulas-Managua-NIC/1944226566207232,,Managua,Managua
"RIVAS, NIC, RIVAS, ISLA DE OMETEPE, MOYOGALPA 48700",33000,199.69,SQ_MT,kwnicaragua.com,Si,"11.496668,-85.6929207",https://kwnicaragua.kw.com/property/RIVAS-ISLA-DE-OMETEPE-MOYOGALPA-48700/2021714234245708,Barrio Alegre,Los Ángeles,Rivas
"Carretera Masaya, NIC, Carretera Masaya, Managua, NIC",95000,144,SQ_MT,kwnicaragua.com,Si,"12.079459742988881,-86.23135775320533",https://kwnicaragua.kw.com/property/Carretera-Masaya-Managua-NIC/2021694124851788,Villa El Rosario,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",379000,2928.33,SQ_MT,kwnicaragua.com,Si,"12.0553975,-86.2030308",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2021708176634412,,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",55000,89,SQ_MT,kwnicaragua.com,Si,"12.1288889,-86.342429",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1989197761468032,Motastepe (Ciudad Sandino),Ciudad Sandino,Managua
"Managua, NIC, Managua, Managua, NIC",88000,1194.13,SQ_MT,kwnicaragua.com,Si,"12.0421773,-86.1907571",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2000552028733120,,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",135000,1475.03,SQ_MT,kwnicaragua.com,Si,"12.0806592,-86.2668368",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2000550156869824,Sector Sur Comarca Jocote Dulce,Managua,Managua
"Managua, NIC, Managua, MN, NIC",150000,160,SQ_MT,kwnicaragua.com,Si,"12.150692,-86.1836053",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2001238446236352,Residencial Casa Real,Managua,Managua
"Managua, NIC, Managua, MN, NIC",500000,3525.08,SQ_MT,kwnicaragua.com,Si,"12.109969132662375,-86.30280392613373",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2021696463447778,Lomas del Sur,Managua,Managua
"Mateare, NIC, Rosario Murillo, Mateare, Managua 15500",55000,302,SQ_MT,kwnicaragua.com,Si,"12.2265122,-86.4054446",https://kwnicaragua.kw.com/property/Rosario-Murillo-Mateare-Managua-15500/2021439438886650,Vistas del Momotombo,Vistas del Momotombo,Managua
"Masaya, NIC, Masaya, Guanacastillo , NIC",400000,44750,SQ_MT,kwnicaragua.com,Si,"12.0803273,-86.10009869999999",https://kwnicaragua.kw.com/property/Masaya-Guanacastillo-NIC/2017892985088204,Guanacastillo,Nindirí,Masaya
"Managua, NIC, 1 Avenida 31, Managua, Mateare, NIC",128000,507.6,SQ_MT,kwnicaragua.com,Si,"12.1990363,-86.38645120000001",https://kwnicaragua.kw.com/property/1-Avenida-31-Managua-Mateare-NIC/2019639095338354,Ciudad el Doral,Ciudad El Doral,Managua
"Masaya, NIC, Residencial Palmetto Carretera a Masaya # km 15.5 , Masaya, MN 41000",120000,240.86,SQ_MT,kwnicaragua.com,Si,"12.035445483113424,-86.18065037043884",https://kwnicaragua.kw.com/property/Residencial-Palmetto-Carretera-a-Masaya-km-155-Masaya-MN-41000/2020783838627580,,Nindirí,Masaya
"Managua, NIC, km11.8 carretera vieja León, Managua, Managua, NIC",70000,2115.04,SQ_MT,kwnicaragua.com,Si,"12.1007342,-86.3415448",https://kwnicaragua.kw.com/property/km118-carretera-vieja-Len-Managua-Managua-NIC/1838394921524224,Comarca Nejapa,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",130000,,,kwnicaragua.com,Si,"12.0953892,-86.2198267",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2006483217426442,Santa María,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",310000,1270,SQ_MT,kwnicaragua.com,Si,"12.143910077603701,-86.27677401570965",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2002944358348288,Martha Quezada,Managua,Managua
"Esteli, NIC, Esteli, Esteli, NIC",600000,1995.74,SQ_MT,kwnicaragua.com,Si,"13.0844608,-86.3589645",https://kwnicaragua.kw.com/property/Esteli-Esteli-NIC/2017544317032186,El Calvario,Estelí,Estelí
"Carretera Masaya Km 17, NIC, Carretera Masaya Km 17, Managua, NIC",72000,,,kwnicaragua.com,Si,"12.031464463411108,-86.1934234791246",https://kwnicaragua.kw.com/property/Carretera-Masaya-Km-17-Managua-NIC/1822927159341376,Sierras Doradas,Ticuantepe,Managua
"Managua, NIC, Managua, Santo Domingo, NIC",300000,833.35,SQ_MT,kwnicaragua.com,Si,"12.0854394,-86.2390319",https://kwnicaragua.kw.com/property/Managua-Santo-Domingo-NIC/1931594756772992,Reparto de Santa Mónica,Managua,Managua
"Managua, NIC, #Reparto residencial las praderas, Managua, Masaya, NIC",270000,,,kwnicaragua.com,Si,"12.076657474853238,-86.22480315710706",https://kwnicaragua.kw.com/property/Reparto-residencial-las-praderas-Managua-Masaya-NIC/1989136453205376,Reparto Santa María del Lago,Managua,Managua
"Masaya, NIC, Masaya, masaya, NIC",70000,17625,SQ_MT,kwnicaragua.com,Si,"11.9210864,-86.12301529999999",https://kwnicaragua.kw.com/property/Masaya-masaya-NIC/2018893920237294,Nandasmo,Nandasmo,Masaya
"Managua, NIC, #1500 mts al Sur, Managua, Managua 10000",30000,302.7,SQ_MT,kwnicaragua.com,Si,"12.0458932,-86.2115455",https://kwnicaragua.kw.com/property/1500-mts-al-Sur-Managua-Managua-10000/1963332213523136,Las Rosaledas,Ticuantepe,Managua
"Masaya, NIC, Masaya, Masaya 41000",209000,1013.1,SQ_MT,kwnicaragua.com,Si,"11.9762059,-86.0775814",https://kwnicaragua.kw.com/property/Masaya-Masaya-41000/1927945601901504,San José,Masaya,Masaya
"Managua, NIC, Managua, Managua, NIC",85000,113.38,SQ_MT,kwnicaragua.com,Si,"12.1517334,-86.2898053",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1944278385589120,Javier Cuadra,Managua,Managua
"Nindirí, NIC, Nindirí, Masaya 14059",175000,710,SQ_MT,kwnicaragua.com,Si,"12.0528356,-86.17390429999999",https://kwnicaragua.kw.com/property/Nindir-Masaya-14059/1934323370154240,Lotificación Marbella,Nindirí,Masaya
"Masaya, NIC, Masaya, Masaya 41000",8500,318.03,SQ_MT,kwnicaragua.com,Si,"12.003504768914924,-86.07581913593751",https://kwnicaragua.kw.com/property/Masaya-Masaya-41000/2021367104046466,La Ceibita,Masaya,Masaya
"Managua, NIC, Managua, Managua, NIC",382500,10161.33,SQ_MT,kwnicaragua.com,Si,"12.113289380481996,-86.31131646808757",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2020643270231778,San Patricio,Managua,Managua
"Nindirí, NIC",28000,209582,SQ_MT,kwnicaragua.com,Si,"12.0032692,-86.12067329999999",https://kwnicaragua.kw.com/property/1906697750905600,,Nindirí,Masaya
"Rivas, NIC, Rivas, San Juan del Sur, NIC",265000,430,SQ_MT,kwnicaragua.com,Si,"11.2573054,-85.86500149999999",https://kwnicaragua.kw.com/property/Rivas-San-Juan-del-Sur-NIC/1951398623633216,San Juan del Sur,San Juan del Sur,Rivas
"Managua, NIC, Managua, Managua, NIC",60000,222.75,SQ_MT,kwnicaragua.com,Si,"12.151738,-86.23875740000001",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2020606199063936,Riguero Norte,Managua,Managua
"Ciudad Sandino, NIC, Carretera Nueva León #Residencial San Andrés, Ciudad Sandino, MN 15700",105000,249,SQ_MT,kwnicaragua.com,Si,"12.149921850473822,-86.3507991053711",https://kwnicaragua.kw.com/property/Carretera-Nueva-Len-Residencial-San-Andrs-Ciudad-Sandino-MN-15700/1931948866098560,Bello Amanecer,Ciudad Sandino,Managua
"Ticuantepe, NIC, Ticuantepe, MN, NIC",28000,1042.7,SQ_MT,kwnicaragua.com,Si,"12.029616768411882,-86.20626227483825",https://kwnicaragua.kw.com/property/Ticuantepe-MN-NIC/1946760197293760,Buenos Aires,Ticuantepe,Managua
"MANAGUA, NIC, MANAGUA, Nindirí, NIC",46000,1799.77,SQ_MT,kwnicaragua.com,Si,"12.06068967710236,-86.18672347616611",https://kwnicaragua.kw.com/property/MANAGUA-Nindir-NIC/2021340980544882,Lotificación Marbella,Nindirí,Masaya
"Sebaco, NIC, #Detras de Pulperia Torres, Sebaco Matagalpa  , Sebaco, Sebaco, Matagalpa 62200",450000,7099.09,SQ_MT,kwnicaragua.com,Si,"12.8626924,-86.0913455",https://kwnicaragua.kw.com/property/Detras-de-Pulperia-Torres-Sebaco-Matagalpa-Sebaco-Sebaco-Matagalpa-62200/1961273485365696,,Sébaco,Matagalpa
"Managua, NIC, 18 Calle Suroeste #Reparto San Martín, Managua, MN 12087",58000,345,SQ_MT,kwnicaragua.com,Si,"12.137478150492129,-86.29506364128744",https://kwnicaragua.kw.com/property/18-Calle-Suroeste-Reparto-San-Martn-Managua-MN-12087/2020288899823816,El Recreo Norte,Managua,Managua
"managua, NIC, avenida Bolivar, managua, managua 11001",500000,641.68,SQ_MT,kwnicaragua.com,Si,"12.143073073849498,-86.27443589685058",https://kwnicaragua.kw.com/property/avenida-Bolivar-managua-managua-11001/1995619280051328,Colonia Edgard Lang,Managua,Managua
"Managua, NIC, #Lecheagria El Vaquero, 1 C al Lago, 1 C al Este, 1/2 C al Sur, Managua, Managua 11137",180000,716.95,SQ_MT,kwnicaragua.com,Si,"12.139817155071617,-86.25180776826171",https://kwnicaragua.kw.com/property/Lecheagria-El-Vaquero-1-C-al-Lago-1-C-al-Este-12-C-al-Sur-Managua-Managua-11137/2020789692765934,El Paraíso,Managua,Managua
"Managua, NIC, Managua, Monseñor Lezcano, NIC",60000,112,SQ_MT,kwnicaragua.com,Si,"12.151457,-86.29583129999999",https://kwnicaragua.kw.com/property/Managua-Monseor-Lezcano-NIC/2018949456241188,barrio sifida miranda/monseñor lezcano oeste,Managua,Managua
"Managua, NIC, Comarca Los Membreños  Camino Viejo a Santo Domingo #Sierras de Santo Domingo, Managua, MN, NIC",35000,495.5,SQ_MT,kwnicaragua.com,Si,"12.0939905,-86.2463718",https://kwnicaragua.kw.com/property/Comarca-Los-Membreos-Camino-Viejo-a-Santo-Domingo-Sierras-de-Santo-Domingo-Managua-MN-NIC/2020792298370434,Sector Sur Cruz Del Paraíso,Managua,Managua
"Managua, NIC, #Cerca de Parroquia El Carmen, Managua, Managua 14026",420000,346.08,SQ_MT,kwnicaragua.com,Si,"12.150260615802502,-86.28133368927257",https://kwnicaragua.kw.com/property/Cerca-de-Parroquia-El-Carmen-Managua-Managua-14026/2006209756452136,Sector El Bóer,Managua,Managua
"Las Conchas, Ticuantepe, NIC, Las Conchas, Ticuantepe, Managua, NIC",120000,500,ACRES,kwnicaragua.com,Si,"12.0218954,-86.2044135",https://kwnicaragua.kw.com/property/Las-Conchas-Ticuantepe-Managua-NIC/2010738028782888,Barrio Benjamín Zeledón,Ticuantepe,Managua
"Masatepe, NIC, Camino hacia la Laguna, Masatepe, Masaya, NIC",400000,16379.79,SQ_MT,kwnicaragua.com,Si,"11.914057,-86.1451448",https://kwnicaragua.kw.com/property/Camino-hacia-la-Laguna-Masatepe-Masaya-NIC/2013708911040244,Masatepe,Masatepe,Masaya
"managua, NIC, 11, managua, managua, NIC",60000,1644.28,SQ_MT,kwnicaragua.com,Si,"12.136694517116426,-86.33581618848966",https://kwnicaragua.kw.com/property/11-managua-managua-NIC/2019344378910076,Satelite de Asososca,Ciudad Sandino,Managua
"Managua, NIC, Managua, MN, NIC",88000,204.71,SQ_MT,kwnicaragua.com,Si,"12.0965885,-86.3498731",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2008632206227480,Comarca Cedro Galán,Managua,Managua
"Managua, NIC, Managua, Managua 12037",34000,76.25,SQ_MT,kwnicaragua.com,Si,"12.148810813892695,-86.2921506288579",https://kwnicaragua.kw.com/property/Managua-Managua-12037/2006252827976316,Manzana 15 y 16 (Monseñor Lezcano),Managua,Managua
"Nindirí, NIC, Nindirí, Masaya, NIC",48000,173.85,SQ_MT,kwnicaragua.com,Si,"12.0539176,-86.174858",https://kwnicaragua.kw.com/property/Nindir-Masaya-NIC/2020444477207084,Lotificación Marbella,Nindirí,Masaya
"Managua, NIC, Managua, Managua, NIC",165000,698,SQ_MT,kwnicaragua.com,Si,"12.139034337968443,-86.27977638974609",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2008285216428684,Bolonia,Managua,Managua
