titulo,precio,tamano_lote,tipo_unidad_lote,source,localizacion,coordenadas,enlace,barrio_colonia,municipio_ciudad,departamento_provincia
"Managua, NIC, Managua, Ciudad Sandino, NIC",75000,189.71,SQ_MT,kwnicaragua.com,Si,"12.19924070524065,-86.38551995603328",https://kwnicaragua.kw.com/property/Managua-Ciudad-Sandino-NIC/2006464054261784,Ciudad el Doral,Ciudad El Doral,Managua
"Managua, NIC, #Reparto Americas 2, Managua, Managua, NIC",60000,,,kwnicaragua.com,Si,"12.16085941320248,-86.18912466150785",https://kwnicaragua.kw.com/property/Reparto-Americas-2-Managua-Managua-NIC/1968326426145408,Residencial Colinas de Verona,Managua,Managua
"Nindirí, NIC, Nindirí, Masaya 42200",95000,203,SQ_MT,kwnicaragua.com,Si,"12.05676208301414,-86.16895683376649",https://kwnicaragua.kw.com/property/Nindir-Masaya-42200/2017890943178110,,Nindirí,Masaya
"Masaya, NIC, Masaya, Masaya 42200",30000,8518.33,SQ_MT,kwnicaragua.com,Si,"12.053502884973584,-86.13675730793459",https://kwnicaragua.kw.com/property/Masaya-Masaya-42200/2017876697229026,,Nindirí,Masaya
"Jinotepe, NIC, KM 47 PANAMERICANA  SUR #Entre la carretera panamericana y el camino viejo a santa teresa, Jinotepe, MN 505",250000,4646.61,SQ_MT,kwnicaragua.com,Si,"11.849805,-86.19967059999999",https://kwnicaragua.kw.com/property/KM-47-PANAMERICANA-SUR-Entre-la-carretera-panamericana-y-el-camino-viejo-a-santa-teresa-Jinotepe-MN-505/2006551540044076,Pilas Grandes,Jinotepe,Carazo
"Managua, NIC, #Campo Bruce, Managua, Mn 11101",174500,244,SQ_MT,kwnicaragua.com,Si,"12.145202137632504,-86.26003495344237",https://kwnicaragua.kw.com/property/Campo-Bruce-Managua-Mn-11101/2016784205861434,El Anzuelo,Managua,Managua
"Managua, NIC, 4 Calle Sureste #Mercado Oriental, Managua, MN, NIC",130000,110,SQ_MT,kwnicaragua.com,Si,"12.149109,-86.2582391",https://kwnicaragua.kw.com/property/4-Calle-Sureste-Mercado-Oriental-Managua-MN-NIC/2017867918145734,Ciudad Jardín,Managua,Managua
"carretera nueva a leon, NIC",29500,256,SQ_MT,kwnicaragua.com,Si,"12.2177616,-86.3991123",https://kwnicaragua.kw.com/property/1823546255917504,Vistas del Momotombo,Vistas del Momotombo,Managua
"Managua, NIC, Villa Flor Norte #Villa Flor Norte, Managua, MN, NIC",55000,162,SQ_MT,kwnicaragua.com,Si,"12.1229749,-86.21997879999999",https://kwnicaragua.kw.com/property/Villa-Flor-Norte-Villa-Flor-Norte-Managua-MN-NIC/2000544599397312,Urbanización Valencia,Managua,Managua
"Managua, Nicaragua",956250,,,kwnicaragua.com,Si,"12.057726,-86.204728",https://kwnicaragua.kw.com/property/1676326166688192,,Nindirí,Masaya
"Granada, NIC, Calle Estrada, Granada, Granada, NIC",137000,272.24,SQ_MT,kwnicaragua.com,Si,"11.928430545745599,-85.95387107368013",https://kwnicaragua.kw.com/property/Calle-Estrada-Granada-Granada-NIC/2007966919868714,Sector Comercio,Granada,Granada
"Masaya, NIC, Masaya, Masaya, NIC",130000,21000,SQ_MT,kwnicaragua.com,Si,"11.9704485,-86.0886366",https://kwnicaragua.kw.com/property/Masaya-Masaya-NIC/2017782581945728,Barrio Pancasán,Masaya,Masaya
"Managua, NIC, Managua, Managua, NIC",240000,509,SQ_MT,kwnicaragua.com,Si,"12.125302,-86.2602995",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2017128950248832,Los Robles 7,Managua,Managua
"Managua, NIC, #Comarca Los Madrigales , Managua, Managua, NIC",24000,705.04,SQ_MT,kwnicaragua.com,Si,"12.048986905866222,-86.18413536076947",https://kwnicaragua.kw.com/property/Comarca-Los-Madrigales-Managua-Managua-NIC/2016376073327162,Valle De Capistrano V etapa,Nindirí,Masaya
"MASAYA, NIC, #TISMA, MASAYA, TISMA, NIC",400000,155100,SQ_MT,kwnicaragua.com,Si,"12.0806213,-86.0198103",https://kwnicaragua.kw.com/property/TISMA-MASAYA-TISMA-NIC/2017552022991448,Tisma,Tisma,Masaya
"Managua, NIC, Managua, Managua, NIC",51870,1045.23,SQ_MT,kwnicaragua.com,Si,"12.101627881463777,-86.33877889206543",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1978145048774080,Comarca Cedro Galán,Managua,Managua
"Managua, NIC, Vistas de Esquipulas Vistas de Esquipulas, Managua, Managua, NIC",80000,211,SQ_MT,kwnicaragua.com,Si,"12.075269500000008,-86.2030717651123",https://kwnicaragua.kw.com/property/Vistas-de-Esquipulas-Vistas-de-Esquipulas-Managua-Managua-NIC/2006512440078620,Esquipulas,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",400000,311.54,SQ_MT,kwnicaragua.com,Si,"12.145436433446056,-86.25660372127923",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2017540496912984,El Anzuelo,Managua,Managua
"Managua, NIC, Colonia 14 de Septiembre, Managua, MN, NIC",51000,170,SQ_MT,kwnicaragua.com,Si,"12.1270567,-86.2317291",https://kwnicaragua.kw.com/property/Colonia-14-de-Septiembre-Managua-MN-NIC/1620842561328768,Colonia 14 de Septiembre,Managua,Managua
"Managua, NIC, Managua, Ticuantepe, NIC",95000,430.68,SQ_FT,kwnicaragua.com,Si,"12.04876022679469,-86.21841661501587",https://kwnicaragua.kw.com/property/Managua-Ticuantepe-NIC/2017075821422798,Versalles,Ticuantepe,Managua
"Managua, NIC",170000,447.86,SQ_MT,kwnicaragua.com,Si,"12.104268,-86.2713472",https://kwnicaragua.kw.com/property/1886880274765376,Sector Sur San Juan,Managua,Managua
"Managua, NIC, 12 Carretera a Masaya #Comarca los Cuarezmas KM 12CARRETERA MASAYA, Managua, MN, NIC",27000,486.37,SQ_MT,kwnicaragua.com,Si,"12.074038221520418,-86.22249416075438",https://kwnicaragua.kw.com/property/12-Carretera-a-Masaya-Comarca-los-Cuarezmas-KM-12CARRETERA-MASAYA-Managua-MN-NIC/1978905433689472,Puertas del Sol,Managua,Managua
"Managua, NIC, Managua, Managua 505",50900,211.5,SQ_MT,kwnicaragua.com,Si,"12.1149926,-86.2361744",https://kwnicaragua.kw.com/property/Managua-Managua-505/2015836856030822,Olof Palme,Managua,Managua
"Leon, NIC, Lote 13, numero 16, Leon, El Velero , NIC",15000,827.59,SQ_MT,kwnicaragua.com,Si,"12.1406759,-86.7460375",https://kwnicaragua.kw.com/property/Lote-13-numero-16-Leon-El-Velero-NIC/2011449714893088,El Velero,El Velero,León
"RIVAS, NIC, RIVAS, ISLA OMETEPE, NIC",90000,2141.56,SQ_MT,kwnicaragua.com,Si,"11.406799044504439,-85.48947331484928",https://kwnicaragua.kw.com/property/RIVAS-ISLA-OMETEPE-NIC/2002962835677184,El Corozal,San Ramón,Rivas
"MANAGUA, NIC, MANAGUA, Managua, NIC",140000,235,SQ_MT,kwnicaragua.com,Si,"12.14179796821947,-86.27846264270688",https://kwnicaragua.kw.com/property/MANAGUA-Managua-NIC/1989863231789696,Martha Quezada,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",109000,598.89,SQ_MT,kwnicaragua.com,Si,"12.1493902,-86.2014441",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015399828624550,Barrio Cuba,Managua,Managua
"Managua, NIC, Managua, Managua 505",15000,279.1,SQ_MT,kwnicaragua.com,Si,"12.1321418,-86.3157024",https://kwnicaragua.kw.com/property/Managua-Managua-505/2015665935333012,Motastepe,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",71805,1012.45,SQ_MT,kwnicaragua.com,Si,"12.086170702926992,-86.24877018918852",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015354763257488,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",72574,1023.3,SQ_MT,kwnicaragua.com,Si,"12.08629142963705,-86.24920534970906",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015338460554450,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",105133,1482.4,SQ_MT,kwnicaragua.com,Si,"12.085922153875535,-86.24892973357312",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015346159494802,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",104222,1469.55,SQ_MT,kwnicaragua.com,Si,"12.08595714350377,-86.2488652910688",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015360033522082,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",71819,1012.67,SQ_MT,kwnicaragua.com,Si,"12.085892627009553,-86.24872658500138",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015351180747192,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",38000,423.62,SQ_MT,kwnicaragua.com,Si,"12.0421773,-86.1907571",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1821867958450048,,Ticuantepe,Managua
"Leon , NIC, Leon , Nagarote, NIC",180000,1558,SQ_MT,kwnicaragua.com,Si,"12.055810310820812,-86.70737989259031",https://kwnicaragua.kw.com/property/Leon-Nagarote-NIC/1989587319112640,El Tránsito,El Tránsito,León
"Managua, NIC, #CONDOMINIO OHANA D-08, Managua, Managua 31000",266000,266.78,SQ_MT,kwnicaragua.com,Si,"12.0899701351123,-86.24693976295164",https://kwnicaragua.kw.com/property/CONDOMINIO-OHANA-D08-Managua-Managua-31000/2016826735326594,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, #CONDOMINIO OHANA D-06, Managua, Managua 31000",265000,262.27,SQ_MT,kwnicaragua.com,Si,"12.0899701351123,-86.24676810157469",https://kwnicaragua.kw.com/property/CONDOMINIO-OHANA-D06-Managua-Managua-31000/2016811568355528,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, #CONDOMINIO OHANA D-09, Managua, Managua 31000",264000,257.04,SQ_MT,kwnicaragua.com,Si,"12.0901805,-86.2469686",https://kwnicaragua.kw.com/property/CONDOMINIO-OHANA-D09-Managua-Managua-31000/2016749266368218,El mirador Santo Domingo,Managua,Managua
"Managua, Nicaragua, Bolonia, Managua, Managua, Nicaragua",300000,,,kwnicaragua.com,Si,"12.139839,-86.280606",https://kwnicaragua.kw.com/property/Bolonia-Managua-Managua-Nicaragua/1917318426530368,Bolonia,Managua,Managua
"Veracruz, NIC, Veracruz, Managua, NIC",120000,,,kwnicaragua.com,Si,"12.0879774,-86.1659012",https://kwnicaragua.kw.com/property/Veracruz-Managua-NIC/1944484107594688,Veracruz,Nindirí,Masaya
"Matagalpa, NIC, Loma el porvenir, Matagalpa, Matagalpa, NIC",280000,650,SQ_MT,kwnicaragua.com,Si,"12.9290069,-85.9151211",https://kwnicaragua.kw.com/property/Loma-el-porvenir-Matagalpa-Matagalpa-NIC/1916252230408384,Matagalpa,Matagalpa,Matagalpa
"Tipitapa, NIC, Tipitapa, Tipitapa 11065",430000,5908.76,ACRES,kwnicaragua.com,Si,"12.152596008603151,-86.13650762699314",https://kwnicaragua.kw.com/property/Tipitapa-Tipitapa-11065/2007924934440692,,Tipitapa,Managua
"Managua, NIC, 4.ª Calle Sureste #Bello Horizonte, Managua, MN, NIC",85000,167,SQ_MT,kwnicaragua.com,Si,"12.1448639,-86.23151589999999",https://kwnicaragua.kw.com/property/4-Calle-Sureste-Bello-Horizonte-Managua-MN-NIC/2007210212380972,Bello Horizonte 4,Managua,Managua
"Masatepe, NIC, #km 43 carretera masatepe , Masatepe, Masaya, NIC",154000,6450.9,SQ_MT,kwnicaragua.com,Si,"11.9093322,-86.1439395",https://kwnicaragua.kw.com/property/km-43-carretera-masatepe-Masatepe-Masaya-NIC/2003756207182144,Masatepe,Masatepe,Masaya
"Carazo, NIC, Carazo, Carazo, NIC",70000,184.58,SQ_MT,kwnicaragua.com,Si,"11.8554828,-86.2183907",https://kwnicaragua.kw.com/property/Carazo-Carazo-NIC/2016495198564952,Dolores,Dolores,Carazo
"Managua, NIC, Bo. Laureles Norte Lote 19 Terminal ruta 111 2c al norte-, Managua, Managua, NIC",28000,133.74,SQ_MT,kwnicaragua.com,Si,"12.1287388,-86.19805889999999",https://kwnicaragua.kw.com/property/Bo-Laureles-Norte-Lote-19-Terminal-ruta-111-2c-al-norte-Managua-Managua-NIC/2006936234584092,Laureles Norte,Managua,Managua
"Jinotepe, NIC, Jinotepe, Carazo, NIC",62000,257.62,SQ_MT,kwnicaragua.com,Si,"11.849805,-86.19967059999999",https://kwnicaragua.kw.com/property/Jinotepe-Carazo-NIC/2016393593554300,Pilas Grandes,Jinotepe,Carazo
"Managua, NIC, Managua, Managua 505",14000,267.04,SQ_MT,kwnicaragua.com,Si,"12.150476312978483,-86.33492847421876",https://kwnicaragua.kw.com/property/Managua-Managua-505/2015744210998482,Altos de las Brisas,Ciudad Sandino,Managua
"leon, NIC, leon, leon, NIC",260000,441,SQ_MT,kwnicaragua.com,Si,"12.4375516,-86.8770249",https://kwnicaragua.kw.com/property/leon-leon-NIC/1993764106000000,Barrio Sagrado,León,León
"Managua, NIC, Managua, Managua, NIC",945000,8883.15,SQ_MT,kwnicaragua.com,Si,"12.0958845,-86.2469686",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2006128793245442,Viejo Santo Domingo,Managua,Managua
"Managua, NIC, Managua, MN, NIC",92000,257.5,SQ_MT,kwnicaragua.com,Si,"12.1320348,-86.2949098",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2015755910973036,Andrés Castro,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",122000,441,SQ_MT,kwnicaragua.com,Si,"12.14807790922902,-86.33268870239831",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1945761108567872,Satelite de Asososca,Ciudad Sandino,Managua
"Managua, NIC, Managua, Managua 00000",70000,257.62,SQ_MT,kwnicaragua.com,Si,"12.132122059613978,-86.29971727375488",https://kwnicaragua.kw.com/property/Managua-Managua-00000/2011504508080426,Barrio Altagracia,Managua,Managua
"Managua, NIC, Managua, MN, NIC",41254,1289.21,SQ_MT,kwnicaragua.com,Si,"12.056530251723569,-86.17228887134107",https://kwnicaragua.kw.com/property/Managua-MN-NIC/1998512278168064,Lotificación Marbella,Nindirí,Masaya
"Managua, NIC, Managua, MN, NIC",41500,1297.63,SQ_MT,kwnicaragua.com,Si,"12.056430752760674,-86.17240777608268",https://kwnicaragua.kw.com/property/Managua-MN-NIC/1998509615826624,Lotificación Marbella,Nindirí,Masaya
"Las Colinas , NIC, Las Colinas , Managua, NIC",370000,1025,SQ_MT,kwnicaragua.com,Si,"12.0964352,-86.2349044",https://kwnicaragua.kw.com/property/Las-Colinas-Managua-NIC/2015481536132314,Las Colinas Sur,Managua,Managua
"Managua, NIC, Managua, MN, NIC",270000,1999.81,SQ_MT,kwnicaragua.com,Si,"12.098647,-86.3452662",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2014319583569652,Comarca Cedro Galán,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",300000,,,kwnicaragua.com,Si,"12.1299638,-86.26158699999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1800543044393024,Los Robles 5,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",139000,144.56,SQ_MT,kwnicaragua.com,Si,"12.087572315682905,-86.23071174690777",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1931472425621248,Las Colinas Sur,Managua,Managua
"Managua, NIC, Colegio Americano, Managua, MN, NIC",205000,849,SQ_MT,kwnicaragua.com,Si,"12.1137847,-86.27902019999999",https://kwnicaragua.kw.com/property/Colegio-Americano-Managua-MN-NIC/1969284168193152,Lomas de Monserrat,Managua,Managua
"MANAGUA, NIC, MANAGUA, managua, NIC",14000,359.98,SQ_MT,kwnicaragua.com,Si,"12.108993171216623,-86.35633045714971",https://kwnicaragua.kw.com/property/MANAGUA-managua-NIC/1964511900283264,Comarca Cedro Galán,Managua,Managua
"Managua, NIC, Residencial Xochitlan, Managua, MN, NIC",80000,300,SQ_MT,kwnicaragua.com,Si,"12.0673767,-86.2284783",https://kwnicaragua.kw.com/property/Residencial-Xochitlan-Managua-MN-NIC/2013641234105640,Urbanización Xochitlán,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",65000,213.83,SQ_MT,kwnicaragua.com,Si,"12.1281547,-86.3680869",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2015717747758246,Comarca Cuajachillo # 2,Ciudad Sandino,Managua
"Managua, NIC, Anden Pablo Mendieta #Frente Iglesia Católica, Managua, Managua 11088",40000,,,kwnicaragua.com,Si,"12.124613591452011,-86.22260920706786",https://kwnicaragua.kw.com/property/Anden-Pablo-Mendieta-Frente-Iglesia-Catlica-Managua-Managua-11088/2013364563566876,Urbanización Valencia,Managua,Managua
"Carretera Sur, NIC, Carretera Sur, Managua, NIC",380000,,,kwnicaragua.com,Si,"12.110795599361865,-86.31069235869143",https://kwnicaragua.kw.com/property/Carretera-Sur-Managua-NIC/1981841557642624,San Patricio,Managua,Managua
"Altamira, NIC, Altamira, Managua, NIC",250000,1424,SQ_MT,kwnicaragua.com,Si,"12.118237056311514,-86.26437082488403",https://kwnicaragua.kw.com/property/Altamira-Managua-NIC/1807974727991296,Los Robles,Managua,Managua
"Veracruz, NIC, Veracruz, Managua, NIC",150000,7342,SQ_MT,kwnicaragua.com,Si,"12.086335649833654,-86.14911055941313",https://kwnicaragua.kw.com/property/Veracruz-Managua-NIC/1776110761055680,Veracruz,Nindirí,Masaya
"Managua, Nicaragua",90000,300,SQ_MT,kwnicaragua.com,Si,"12.120215,-86.253317",https://kwnicaragua.kw.com/property/1898911453858944,Altamira Este,Managua,Managua
"Managua, NIC, #BELLO HORIZONTE , Managua, Managua, NIC",80000,273,SQ_MT,kwnicaragua.com,Si,"12.147714636931813,-86.23054970319285",https://kwnicaragua.kw.com/property/BELLO-HORIZONTE-Managua-Managua-NIC/2013641405207860,Bello Horizonte 1,Managua,Managua
"Managua, NIC, #BELLO HORIZONTE , Managua, Managua, NIC",95000,188,SQ_MT,kwnicaragua.com,Si,"12.142282153122078,-86.23313206962806",https://kwnicaragua.kw.com/property/BELLO-HORIZONTE-Managua-Managua-NIC/2005167157680384,Bello Horizonte 3,Managua,Managua
"Managua, NIC, #BELLO HORIZONTE , Managua, Managua, NIC",95000,223,SQ_MT,kwnicaragua.com,Si,"12.143175898603303,-86.23032019049188",https://kwnicaragua.kw.com/property/BELLO-HORIZONTE-Managua-Managua-NIC/1996202689986048,Bello Horizonte 4,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",165000,186,SQ_MT,kwnicaragua.com,Si,"12.139972904873252,-86.23157016613159",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2005160681617664,Bello Horizonte 3,Managua,Managua
"Mateare, NIC, Calle 9, avenida 27 #Residencial Ciudad el Doral, Mateare, Mateare, NIC",48000,160,SQ_MT,kwnicaragua.com,Si,"12.1990363,-86.38645120000001",https://kwnicaragua.kw.com/property/Calle-9-avenida-27-Residencial-Ciudad-el-Doral-Mateare-Mateare-NIC/2014019764983086,Ciudad el Doral,Ciudad El Doral,Managua
"Managua, NIC, Managua, Managua, NIC",90000,7044.1,SQ_MT,kwnicaragua.com,Si,"12.113422039555507,-86.35234963856934",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2006285478056604,,Managua,Managua
"Ticuantepe, NIC, Ticuantepe, MN, NIC",350000,5287,SQ_MT,kwnicaragua.com,Si,"12.0231037,-86.2058246",https://kwnicaragua.kw.com/property/Ticuantepe-MN-NIC/2015345132381142,Barrio Benjamín Zeledón,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",495000,2236.66,SQ_MT,kwnicaragua.com,Si,"12.085164,-86.24506389999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2013667975952116,Los Altos de Santo Domingo,Managua,Managua
"Nindirí, NIC, #Km 17 carretera a Masaya, Nindirí, Nindiri, NIC",89500,184.76,SQ_MT,kwnicaragua.com,Si,"12.02606503537202,-86.18423056849466",https://kwnicaragua.kw.com/property/Km-17-carretera-a-Masaya-Nindir-Nindiri-NIC/1994889377791488,Callejón de La Cebadilla,Ticuantepe,Managua
"managua, NIC, managua, managua 11108",125000,269,SQ_MT,kwnicaragua.com,Si,"12.1428302,-86.25187880000001",https://kwnicaragua.kw.com/property/managua-managua-11108/1981157706503808,Barrio San Cristóbal,Managua,Managua
"Managua, NIC, 14 Carretera a Masaya #Residencial jardines del valle casa A22, Managua, managua 14199",97000,233,SQ_MT,kwnicaragua.com,Si,"12.063807800078838,-86.17341220781775",https://kwnicaragua.kw.com/property/14-Carretera-a-Masaya-Residencial-jardines-del-valle-casa-A22-Managua-managua-14199/1970043626340608,Residencial Jerez de la Frontera,Nindirí,Masaya
"Granada, NIC, #Finca Talista, Granada, Granada, NIC",3000000,7220672.6,SQ_MT,kwnicaragua.com,Si,"12.1499498,-85.8364658",https://kwnicaragua.kw.com/property/Finca-Talista-Granada-Granada-NIC/2011502342345002,El Tabacal,Granada,Granada
"Ciudad Sandino, NIC, Ciudad Sandino, Managua, NIC",50000,179,SQ_MT,kwnicaragua.com,Si,"12.17666866148246,-86.35215968146117",https://kwnicaragua.kw.com/property/Ciudad-Sandino-Managua-NIC/1986807159823104,4 de Abril,San Enrique,Managua
"Managua, NIC, Managua, Managua, NIC",56000,174.95,SQ_MT,kwnicaragua.com,Si,"12.047519,-86.2153732",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2004450637957504,Villa Valeska II,Ticuantepe,Managua
"San Marcos, NIC, San Marcos, Carazo, NIC",220000,1817.93,SQ_MT,kwnicaragua.com,Si,"11.906513,-86.20314259999999",https://kwnicaragua.kw.com/property/San-Marcos-Carazo-NIC/2015307674478622,,San Marcos,Carazo
"managua, NIC, managua, managua 11179",65000,240,SQ_MT,kwnicaragua.com,Si,"12.131639530913736,-86.23635479154052",https://kwnicaragua.kw.com/property/managua-managua-11179/1987000637027520,Colonia Nicarao,Managua,Managua
"Managua, NIC, #De la aguja 150 mts al oeste, 100 mts al sur, Managua, Managua 14338",298000,1050,SQ_MT,kwnicaragua.com,Si,"12.0654572,-86.2155039",https://kwnicaragua.kw.com/property/De-la-aguja-150-mts-al-oeste-100-mts-al-sur-Managua-Managua-14338/2010809159926044,Campo Bello,Managua,Managua
"managua, NIC, managua, tipitapa, NIC",95000,148,SQ_MT,kwnicaragua.com,Si,"12.164924,-86.3571975",https://kwnicaragua.kw.com/property/managua-tipitapa-NIC/2011519286858380,Zona 4,Ciudad Sandino,Managua
"MANAGUA, NIC, MANAGUA, Ticuantepe Managua, NIC",155000,3525.18,SQ_MT,kwnicaragua.com,Si,"12.006426803395295,-86.21636822848984",https://kwnicaragua.kw.com/property/MANAGUA-Ticuantepe-Managua-NIC/1985612508845440,La Soledad,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",35000,424,SQ_MT,kwnicaragua.com,Si,"12.04804527098632,-86.21618094847412",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2010452054827306,Villa Valeska I,Ticuantepe,Managua
"Granada, NIC, Granada, Granada, NIC",220000,,,kwnicaragua.com,Si,"11.9275602,-85.9598972",https://kwnicaragua.kw.com/property/Granada-Granada-NIC/1928653275196160,Barrio Xalteva,Granada,Granada
"Managua, NIC, Managua, Managua, NIC",850000,421.33,SQ_MT,kwnicaragua.com,Si,"12.10083307883227,-86.24808863871293",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2013887168055016,Sector Sur Rotonda Jean Paul Genie,Managua,Managua
"Residencial El Dorado, NIC, Residencial El Dorado, Managua, NIC",89000,,,kwnicaragua.com,Si,"12.131476185946797,-86.24640240608215",https://kwnicaragua.kw.com/property/Residencial-El-Dorado-Managua-NIC/1941374177932224,Barrio Pantasma,Managua,Managua
"Granada, NIC, Granada, Granada, NIC",125000,3525,SQ_MT,kwnicaragua.com,Si,"11.9344073,-85.9560005",https://kwnicaragua.kw.com/property/Granada-Granada-NIC/1832747480912704,Calle Almendro,Granada,Granada
"Managua, NIC, Managua, Managua, NIC",121335,2444.07,SQ_MT,kwnicaragua.com,Si,"12.099711910883764,-86.29133184953201",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2013653241062012,Barrio Marvin Marín,Managua,Managua
"Managua, NIC, Alameda 9, Managua, MN, NIC",75000,135,SQ_MT,kwnicaragua.com,Si,"12.1293217,-86.18852559999999",https://kwnicaragua.kw.com/property/Alameda-9-Managua-MN-NIC/2012972159403776,Praderas del Doral,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",250000,170000,SQ_MT,kwnicaragua.com,Si,"12.0895267,-86.359219",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1873431746519872,Comarca Chiquilistagua,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",110000,166,SQ_MT,kwnicaragua.com,Si,"12.630003179660681,-87.12816982999267",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2005552553485620,Chinandega,Chinandega,Chinandega
"Granada, NIC, Granada, Granada, NIC",39000,1057.79,SQ_MT,kwnicaragua.com,Si,"11.9679805,-86.0147849",https://kwnicaragua.kw.com/property/Granada-Granada-NIC/1882985947546176,,Granada,Granada
"MANAGUA, NIC, MANAGUA, Managua los Arcos, NIC",77000,163.4,SQ_MT,kwnicaragua.com,Si,"12.149459929816835,-86.309168379133",https://kwnicaragua.kw.com/property/MANAGUA-Managua-los-Arcos-NIC/1980636172694848,Los Arcos,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",70000,,,kwnicaragua.com,Si,"12.097081,-86.3480752",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1961330631389888,Comarca Cedro Galán,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",180000,1130,SQ_MT,kwnicaragua.com,Si,"12.0976717,-86.3260937",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2005824156764170,El sosiego,Managua,Managua
"La Libertad, NIC, La Libertad, Chontales Department, NIC",249000,70783.91,SQ_MT,kwnicaragua.com,Si,"12.1659193,-85.1689493",https://kwnicaragua.kw.com/property/La-Libertad-Chontales-Department-NIC/2012636312523036,Kinuma,La Libertad,Chontales
"San Marcos, NIC, San Marcos, Carazo, NIC",50000,37716.57,SQ_MT,kwnicaragua.com,Si,"11.906513,-86.20314259999999",https://kwnicaragua.kw.com/property/San-Marcos-Carazo-NIC/2013220883300434,,San Marcos,Carazo
"Nandaime, NIC, Granada, Nandaime, Granada, NIC",60000,373.89,SQ_MT,kwnicaragua.com,Si,"11.76396817569436,-86.05625831565247",https://kwnicaragua.kw.com/property/Granada-Nandaime-Granada-NIC/2013986900751662,Nandaime,Nandaime,Granada
"Nindirí, NIC, Camino Viejo a Nindirí, Nindirí, Masaya, NIC",23000,449.09,SQ_MT,kwnicaragua.com,Si,"11.994577114501546,-86.11104159915615",https://kwnicaragua.kw.com/property/Camino-Viejo-a-Nindir-Nindir-Masaya-NIC/2013623358017836,,Nindirí,Masaya
"Managua, NIC, Carretera Urbanización Villa Sol, Managua, MN, NIC",55000,136.08,SQ_MT,kwnicaragua.com,Si,"12.1083373,-86.1593432",https://kwnicaragua.kw.com/property/Carretera-Urbanizacin-Villa-Sol-Managua-MN-NIC/1862106363667456,Urbanización Villa Sol,Managua,Managua
"León, NIC, León, León, NIC",25000,161.29,SQ_MT,kwnicaragua.com,Si,"12.865416,-85.207229",https://kwnicaragua.kw.com/property/Len-Len-NIC/1885818599294720,,Río Blanco,Matagalpa
"Managua, NIC, Managua, Managua, NIC",300000,430,SQ_MT,kwnicaragua.com,Si,"12.1149926,-86.2361744",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1765847233253568,Olof Palme,Managua,Managua
